size,data_type,algorithm,threshold,iteration,time_µs
86300,random,merge_hybrid,5,3,13240
86300,random,merge_hybrid,5,4,13144
86300,random,merge_hybrid,10,0,13086
86300,random,merge_hybrid,10,1,13154
86300,random,merge_hybrid,10,2,13373
86300,random,merge_hybrid,10,3,14459
86300,random,merge_hybrid,10,4,14178
86300,random,merge_hybrid,15,0,12782
86300,random,merge_hybrid,15,1,13572
86300,random,merge_hybrid,15,2,12999
86300,random,merge_hybrid,15,3,12975
86300,random,merge_hybrid,15,4,12861
86300,random,merge_hybrid,20,0,13769
86300,random,merge_hybrid,20,1,13148
86300,random,merge_hybrid,20,2,13291
86300,random,merge_hybrid,20,3,12712
86300,random,merge_hybrid,20,4,12515
86300,random,merge_hybrid,30,0,12254
86300,random,merge_hybrid,30,1,12304
86300,random,merge_hybrid,30,2,12297
86300,random,merge_hybrid,30,3,12234
86300,random,merge_hybrid,30,4,12597
86300,random,merge_hybrid,50,0,12584
86300,random,merge_hybrid,50,1,13864
86300,random,merge_hybrid,50,2,13949
86300,random,merge_hybrid,50,3,12664
86300,random,merge_hybrid,50,4,12597
86300,reversed,merge_std,0,0,8327
86300,reversed,merge_std,0,1,8107
86300,reversed,merge_std,0,2,7914
86300,reversed,merge_std,0,3,8280
86300,reversed,merge_std,0,4,8826
86300,reversed,merge_hybrid,5,0,7504
86300,reversed,merge_hybrid,5,1,6630
86300,reversed,merge_hybrid,5,2,7197
86300,reversed,merge_hybrid,5,3,6633
86300,reversed,merge_hybrid,5,4,6702
86300,reversed,merge_hybrid,10,0,6297
86300,reversed,merge_hybrid,10,1,6246
86300,reversed,merge_hybrid,10,2,8032
86300,reversed,merge_hybrid,10,3,6309
86300,reversed,merge_hybrid,10,4,7892
86300,reversed,merge_hybrid,15,0,6130
86300,reversed,merge_hybrid,15,1,6085
86300,reversed,merge_hybrid,15,2,6093
86300,reversed,merge_hybrid,15,3,6135
86300,reversed,merge_hybrid,15,4,7608
86300,reversed,merge_hybrid,20,0,6141
86300,reversed,merge_hybrid,20,1,6250
86300,reversed,merge_hybrid,20,2,6295
86300,reversed,merge_hybrid,20,3,6329
86300,reversed,merge_hybrid,20,4,6370
86300,reversed,merge_hybrid,30,0,6735
86300,reversed,merge_hybrid,30,1,6684
86300,reversed,merge_hybrid,30,2,7615
86300,reversed,merge_hybrid,30,3,6817
86300,reversed,merge_hybrid,30,4,6737
86300,reversed,merge_hybrid,50,0,8765
86300,reversed,merge_hybrid,50,1,8732
86300,reversed,merge_hybrid,50,2,8640
86300,reversed,merge_hybrid,50,3,8661
86300,reversed,merge_hybrid,50,4,8400
86300,nearly_sorted,merge_std,0,0,8930
86300,nearly_sorted,merge_std,0,1,8670
86300,nearly_sorted,merge_std,0,2,8333
86300,nearly_sorted,merge_std,0,3,8636
86300,nearly_sorted,merge_std,0,4,8835
86300,nearly_sorted,merge_hybrid,5,0,7535
86300,nearly_sorted,merge_hybrid,5,1,7510
86300,nearly_sorted,merge_hybrid,5,2,7573
86300,nearly_sorted,merge_hybrid,5,3,7116
86300,nearly_sorted,merge_hybrid,5,4,7219
86300,nearly_sorted,merge_hybrid,10,0,6720
86300,nearly_sorted,merge_hybrid,10,1,7093
86300,nearly_sorted,merge_hybrid,10,2,6704
86300,nearly_sorted,merge_hybrid,10,3,6976
86300,nearly_sorted,merge_hybrid,10,4,7192
86300,nearly_sorted,merge_hybrid,15,0,8092
86300,nearly_sorted,merge_hybrid,15,1,6382
86300,nearly_sorted,merge_hybrid,15,2,6532
86300,nearly_sorted,merge_hybrid,15,3,6369
86300,nearly_sorted,merge_hybrid,15,4,6445
86300,nearly_sorted,merge_hybrid,20,0,6563
86300,nearly_sorted,merge_hybrid,20,1,6358
86300,nearly_sorted,merge_hybrid,20,2,6403
86300,nearly_sorted,merge_hybrid,20,3,6312
86300,nearly_sorted,merge_hybrid,20,4,6601
86300,nearly_sorted,merge_hybrid,30,0,5776
86300,nearly_sorted,merge_hybrid,30,1,6463
86300,nearly_sorted,merge_hybrid,30,2,5865
86300,nearly_sorted,merge_hybrid,30,3,5802
86300,nearly_sorted,merge_hybrid,30,4,5814
86300,nearly_sorted,merge_hybrid,50,0,5366
86300,nearly_sorted,merge_hybrid,50,1,5394
86300,nearly_sorted,merge_hybrid,50,2,5693
86300,nearly_sorted,merge_hybrid,50,3,5378
86300,nearly_sorted,merge_hybrid,50,4,5478
86400,random,merge_std,0,0,15987
86400,random,merge_std,0,1,14238
86400,random,merge_std,0,2,14329
86400,random,merge_std,0,3,14344
86400,random,merge_std,0,4,14543
86400,random,merge_hybrid,5,0,13142
86400,random,merge_hybrid,5,1,13129
86400,random,merge_hybrid,5,2,13062
86400,random,merge_hybrid,5,3,13253
86400,random,merge_hybrid,5,4,13578
86400,random,merge_hybrid,10,0,14031
86400,random,merge_hybrid,10,1,13392
86400,random,merge_hybrid,10,2,13378
86400,random,merge_hybrid,10,3,14527
86400,random,merge_hybrid,10,4,13332
86400,random,merge_hybrid,15,0,12688
86400,random,merge_hybrid,15,1,13718
86400,random,merge_hybrid,15,2,13209
86400,random,merge_hybrid,15,3,12554
86400,random,merge_hybrid,15,4,14292
86400,random,merge_hybrid,20,0,13217
86400,random,merge_hybrid,20,1,13040
86400,random,merge_hybrid,20,2,13038
86400,random,merge_hybrid,20,3,13153
86400,random,merge_hybrid,20,4,13032
86400,random,merge_hybrid,30,0,13156
86400,random,merge_hybrid,30,1,13091
86400,random,merge_hybrid,30,2,13553
86400,random,merge_hybrid,30,3,12437
86400,random,merge_hybrid,30,4,12566
86400,random,merge_hybrid,50,0,13111
86400,random,merge_hybrid,50,1,12621
86400,random,merge_hybrid,50,2,12600
86400,random,merge_hybrid,50,3,13025
86400,random,merge_hybrid,50,4,13040
86400,reversed,merge_std,0,0,8240
86400,reversed,merge_std,0,1,8090
86400,reversed,merge_std,0,2,9107
86400,reversed,merge_std,0,3,8306
86400,reversed,merge_std,0,4,8467
86400,reversed,merge_hybrid,5,0,6898
86400,reversed,merge_hybrid,5,1,6913
86400,reversed,merge_hybrid,5,2,6968
86400,reversed,merge_hybrid,5,3,6868
86400,reversed,merge_hybrid,5,4,6954
86400,reversed,merge_hybrid,10,0,6599
86400,reversed,merge_hybrid,10,1,6638
86400,reversed,merge_hybrid,10,2,8211
86400,reversed,merge_hybrid,10,3,6679
86400,reversed,merge_hybrid,10,4,7802
86400,reversed,merge_hybrid,15,0,6406
86400,reversed,merge_hybrid,15,1,6428
86400,reversed,merge_hybrid,15,2,6416
86400,reversed,merge_hybrid,15,3,6378
86400,reversed,merge_hybrid,15,4,6358
86400,reversed,merge_hybrid,20,0,6334
86400,reversed,merge_hybrid,20,1,7212
86400,reversed,merge_hybrid,20,2,6335
86400,reversed,merge_hybrid,20,3,6398
86400,reversed,merge_hybrid,20,4,8176
86400,reversed,merge_hybrid,30,0,6597
86400,reversed,merge_hybrid,30,1,6521
86400,reversed,merge_hybrid,30,2,7805
86400,reversed,merge_hybrid,30,3,6467
86400,reversed,merge_hybrid,30,4,6572
86400,reversed,merge_hybrid,50,0,8815
86400,reversed,merge_hybrid,50,1,8330
86400,reversed,merge_hybrid,50,2,8433
86400,reversed,merge_hybrid,50,3,2165164
86400,reversed,merge_hybrid,50,4,8849
86400,nearly_sorted,merge_std,0,0,8765
86400,nearly_sorted,merge_std,0,1,9496
86400,nearly_sorted,merge_std,0,2,8989
86400,nearly_sorted,merge_std,0,3,8812
86400,nearly_sorted,merge_std,0,4,9287
86400,nearly_sorted,merge_hybrid,5,0,7491
86400,nearly_sorted,merge_hybrid,5,1,7886
86400,nearly_sorted,merge_hybrid,5,2,7430
86400,nearly_sorted,merge_hybrid,5,3,7382
86400,nearly_sorted,merge_hybrid,5,4,7077
86400,nearly_sorted,merge_hybrid,10,0,7910
86400,nearly_sorted,merge_hybrid,10,1,7126
86400,nearly_sorted,merge_hybrid,10,2,7006
86400,nearly_sorted,merge_hybrid,10,3,6923
86400,nearly_sorted,merge_hybrid,10,4,6769
86400,nearly_sorted,merge_hybrid,15,0,6341
86400,nearly_sorted,merge_hybrid,15,1,7678
86400,nearly_sorted,merge_hybrid,15,2,6436
86400,nearly_sorted,merge_hybrid,15,3,6594
86400,nearly_sorted,merge_hybrid,15,4,6338
86400,nearly_sorted,merge_hybrid,20,0,6478
86400,nearly_sorted,merge_hybrid,20,1,6768
86400,nearly_sorted,merge_hybrid,20,2,6357
86400,nearly_sorted,merge_hybrid,20,3,6403
86400,nearly_sorted,merge_hybrid,20,4,6360
86400,nearly_sorted,merge_hybrid,30,0,5935
86400,nearly_sorted,merge_hybrid,30,1,5789
86400,nearly_sorted,merge_hybrid,30,2,5755
86400,nearly_sorted,merge_hybrid,30,3,6136
86400,nearly_sorted,merge_hybrid,30,4,6148
86400,nearly_sorted,merge_hybrid,50,0,5785
86400,nearly_sorted,merge_hybrid,50,1,5712
86400,nearly_sorted,merge_hybrid,50,2,5696
86400,nearly_sorted,merge_hybrid,50,3,6126
86400,nearly_sorted,merge_hybrid,50,4,5694
86500,random,merge_std,0,0,16784
86500,random,merge_std,0,1,15807
86500,random,merge_std,0,2,15156
86500,random,merge_std,0,3,16155
86500,random,merge_std,0,4,16400
86500,random,merge_hybrid,5,0,14443
86500,random,merge_hybrid,5,1,14507
86500,random,merge_hybrid,5,2,14489
86500,random,merge_hybrid,5,3,14508
86500,random,merge_hybrid,5,4,15020
86500,random,merge_hybrid,10,0,14400
86500,random,merge_hybrid,10,1,15410
86500,random,merge_hybrid,10,2,13558
86500,random,merge_hybrid,10,3,13474
86500,random,merge_hybrid,10,4,13427
86500,random,merge_hybrid,15,0,13136
86500,random,merge_hybrid,15,1,13159
86500,random,merge_hybrid,15,2,14961
86500,random,merge_hybrid,15,3,13878
86500,random,merge_hybrid,15,4,14121
86500,random,merge_hybrid,20,0,14258
86500,random,merge_hybrid,20,1,15276
86500,random,merge_hybrid,20,2,13453
86500,random,merge_hybrid,20,3,13442
86500,random,merge_hybrid,20,4,13967
86500,random,merge_hybrid,30,0,13467
86500,random,merge_hybrid,30,1,13792
86500,random,merge_hybrid,30,2,13643
86500,random,merge_hybrid,30,3,13966
86500,random,merge_hybrid,30,4,14471
86500,random,merge_hybrid,50,0,16450
86500,random,merge_hybrid,50,1,13924
86500,random,merge_hybrid,50,2,13943
86500,random,merge_hybrid,50,3,14054
86500,random,merge_hybrid,50,4,15088
86500,reversed,merge_std,0,0,9543
86500,reversed,merge_std,0,1,8532
86500,reversed,merge_std,0,2,8752
86500,reversed,merge_std,0,3,8597
86500,reversed,merge_std,0,4,8814
86500,reversed,merge_hybrid,5,0,7389
86500,reversed,merge_hybrid,5,1,7433
86500,reversed,merge_hybrid,5,2,8587
86500,reversed,merge_hybrid,5,3,7056
86500,reversed,merge_hybrid,5,4,7003
86500,reversed,merge_hybrid,10,0,6818
86500,reversed,merge_hybrid,10,1,6718
86500,reversed,merge_hybrid,10,2,7788
86500,reversed,merge_hybrid,10,3,6719
86500,reversed,merge_hybrid,10,4,6908
86500,reversed,merge_hybrid,15,0,7395
86500,reversed,merge_hybrid,15,1,6437
86500,reversed,merge_hybrid,15,2,6630
86500,reversed,merge_hybrid,15,3,6677
86500,reversed,merge_hybrid,15,4,6713
86500,reversed,merge_hybrid,20,0,6552
86500,reversed,merge_hybrid,20,1,6513
86500,reversed,merge_hybrid,20,2,6498
86500,reversed,merge_hybrid,20,3,6676
86500,reversed,merge_hybrid,20,4,6935
86500,reversed,merge_hybrid,30,0,7087
86500,reversed,merge_hybrid,30,1,8503
86500,reversed,merge_hybrid,30,2,6886
86500,reversed,merge_hybrid,30,3,7317
86500,reversed,merge_hybrid,30,4,7463
86500,reversed,merge_hybrid,50,0,10976
86500,reversed,merge_hybrid,50,1,11149
86500,reversed,merge_hybrid,50,2,9197
86500,reversed,merge_hybrid,50,3,9408
86500,reversed,merge_hybrid,50,4,8938
86500,nearly_sorted,merge_std,0,0,9777
86500,nearly_sorted,merge_std,0,1,8835
86500,nearly_sorted,merge_std,0,2,9042
86500,nearly_sorted,merge_std,0,3,9019
86500,nearly_sorted,merge_std,0,4,9011
86500,nearly_sorted,merge_hybrid,5,0,8364
86500,nearly_sorted,merge_hybrid,5,1,7514
86500,nearly_sorted,merge_hybrid,5,2,7619
86500,nearly_sorted,merge_hybrid,5,3,7542
86500,nearly_sorted,merge_hybrid,5,4,9058
86500,nearly_sorted,merge_hybrid,10,0,7330
86500,nearly_sorted,merge_hybrid,10,1,8253
86500,nearly_sorted,merge_hybrid,10,2,7489
86500,nearly_sorted,merge_hybrid,10,3,7518
86500,nearly_sorted,merge_hybrid,10,4,7485
86500,nearly_sorted,merge_hybrid,15,0,7051
86500,nearly_sorted,merge_hybrid,15,1,6792
86500,nearly_sorted,merge_hybrid,15,2,6920
86500,nearly_sorted,merge_hybrid,15,3,6850
86500,nearly_sorted,merge_hybrid,15,4,7141
86500,nearly_sorted,merge_hybrid,20,0,8023
86500,nearly_sorted,merge_hybrid,20,1,6810
86500,nearly_sorted,merge_hybrid,20,2,7028
86500,nearly_sorted,merge_hybrid,20,3,6989
86500,nearly_sorted,merge_hybrid,20,4,7005
86500,nearly_sorted,merge_hybrid,30,0,6424
86500,nearly_sorted,merge_hybrid,30,1,6465
86500,nearly_sorted,merge_hybrid,30,2,6511
86500,nearly_sorted,merge_hybrid,30,3,6395
86500,nearly_sorted,merge_hybrid,30,4,6386
86500,nearly_sorted,merge_hybrid,50,0,5948
86500,nearly_sorted,merge_hybrid,50,1,5944
86500,nearly_sorted,merge_hybrid,50,2,5926
86500,nearly_sorted,merge_hybrid,50,3,5922
86500,nearly_sorted,merge_hybrid,50,4,6004
86600,random,merge_std,0,0,15909
86600,random,merge_std,0,1,16196
86600,random,merge_std,0,2,17390
86600,random,merge_std,0,3,15130
86600,random,merge_std,0,4,15571
86600,random,merge_hybrid,5,0,14646
86600,random,merge_hybrid,5,1,14482
86600,random,merge_hybrid,5,2,16354
86600,random,merge_hybrid,5,3,13894
86600,random,merge_hybrid,5,4,14138
86600,random,merge_hybrid,10,0,13444
86600,random,merge_hybrid,10,1,13433
86600,random,merge_hybrid,10,2,15311
86600,random,merge_hybrid,10,3,15292
86600,random,merge_hybrid,10,4,14177
86600,random,merge_hybrid,15,0,13583
86600,random,merge_hybrid,15,1,13401
86600,random,merge_hybrid,15,2,13229
86600,random,merge_hybrid,15,3,13167
86600,random,merge_hybrid,15,4,13125
86600,random,merge_hybrid,20,0,14896
86600,random,merge_hybrid,20,1,15252
86600,random,merge_hybrid,20,2,13834
86600,random,merge_hybrid,20,3,13863
86600,random,merge_hybrid,20,4,13829
86600,random,merge_hybrid,30,0,14151
86600,random,merge_hybrid,30,1,13410
86600,random,merge_hybrid,30,2,14909
86600,random,merge_hybrid,30,3,14733
86600,random,merge_hybrid,30,4,13608
86600,random,merge_hybrid,50,0,14593
86600,random,merge_hybrid,50,1,13858
86600,random,merge_hybrid,50,2,14085
86600,random,merge_hybrid,50,3,13995
86600,random,merge_hybrid,50,4,13988
86600,reversed,merge_std,0,0,9204
86600,reversed,merge_std,0,1,9105
86600,reversed,merge_std,0,2,8733
86600,reversed,merge_std,0,3,8571
86600,reversed,merge_std,0,4,8786
86600,reversed,merge_hybrid,5,0,7291
86600,reversed,merge_hybrid,5,1,8827
86600,reversed,merge_hybrid,5,2,6999
86600,reversed,merge_hybrid,5,3,7033
86600,reversed,merge_hybrid,5,4,7136
86600,reversed,merge_hybrid,10,0,7878
86600,reversed,merge_hybrid,10,1,6682
86600,reversed,merge_hybrid,10,2,6783
86600,reversed,merge_hybrid,10,3,6775
86600,reversed,merge_hybrid,10,4,6952
86600,reversed,merge_hybrid,15,0,6563
86600,reversed,merge_hybrid,15,1,6816
86600,reversed,merge_hybrid,15,2,7717
86600,reversed,merge_hybrid,15,3,6808
86600,reversed,merge_hybrid,15,4,8019
86600,reversed,merge_hybrid,20,0,6821
86600,reversed,merge_hybrid,20,1,6827
86600,reversed,merge_hybrid,20,2,6755
86600,reversed,merge_hybrid,20,3,6872
86600,reversed,merge_hybrid,20,4,6686
86600,reversed,merge_hybrid,30,0,7113
86600,reversed,merge_hybrid,30,1,7374
86600,reversed,merge_hybrid,30,2,7345
86600,reversed,merge_hybrid,30,3,7249
86600,reversed,merge_hybrid,30,4,7322
86600,reversed,merge_hybrid,50,0,9838
86600,reversed,merge_hybrid,50,1,8865
86600,reversed,merge_hybrid,50,2,9138
86600,reversed,merge_hybrid,50,3,10502
86600,reversed,merge_hybrid,50,4,8887
86600,nearly_sorted,merge_std,0,0,9131
86600,nearly_sorted,merge_std,0,1,9203
86600,nearly_sorted,merge_std,0,2,8778
86600,nearly_sorted,merge_std,0,3,10438
86600,nearly_sorted,merge_std,0,4,8852
86600,nearly_sorted,merge_hybrid,5,0,7753
86600,nearly_sorted,merge_hybrid,5,1,7529
86600,nearly_sorted,merge_hybrid,5,2,8344
86600,nearly_sorted,merge_hybrid,5,3,7911
86600,nearly_sorted,merge_hybrid,5,4,10105
86600,nearly_sorted,merge_hybrid,10,0,7735
86600,nearly_sorted,merge_hybrid,10,1,7577
86600,nearly_sorted,merge_hybrid,10,2,7657
86600,nearly_sorted,merge_hybrid,10,3,7420
86600,nearly_sorted,merge_hybrid,10,4,7375
86600,nearly_sorted,merge_hybrid,15,0,7059
86600,nearly_sorted,merge_hybrid,15,1,7056
86600,nearly_sorted,merge_hybrid,15,2,8424
86600,nearly_sorted,merge_hybrid,15,3,6760
86600,nearly_sorted,merge_hybrid,15,4,6761
86600,nearly_sorted,merge_hybrid,20,0,6722
86600,nearly_sorted,merge_hybrid,20,1,6928
86600,nearly_sorted,merge_hybrid,20,2,6748
86600,nearly_sorted,merge_hybrid,20,3,6756
86600,nearly_sorted,merge_hybrid,20,4,7453
86600,nearly_sorted,merge_hybrid,30,0,6207
86600,nearly_sorted,merge_hybrid,30,1,6257
86600,nearly_sorted,merge_hybrid,30,2,6156
86600,nearly_sorted,merge_hybrid,30,3,6317
86600,nearly_sorted,merge_hybrid,30,4,6568
86600,nearly_sorted,merge_hybrid,50,0,5946
86600,nearly_sorted,merge_hybrid,50,1,6527
86600,nearly_sorted,merge_hybrid,50,2,5695
86600,nearly_sorted,merge_hybrid,50,3,5664
86600,nearly_sorted,merge_hybrid,50,4,5708
86700,random,merge_std,0,0,15006
86700,random,merge_std,0,1,15174
86700,random,merge_std,0,2,15268
86700,random,merge_std,0,3,15315
86700,random,merge_std,0,4,16059
86700,random,merge_hybrid,5,0,14198
86700,random,merge_hybrid,5,1,14621
86700,random,merge_hybrid,5,2,14735
86700,random,merge_hybrid,5,3,14533
86700,random,merge_hybrid,5,4,14558
86700,random,merge_hybrid,10,0,15510
86700,random,merge_hybrid,10,1,13704
86700,random,merge_hybrid,10,2,13583
86700,random,merge_hybrid,10,3,15236
86700,random,merge_hybrid,10,4,13465
86700,random,merge_hybrid,15,0,15033
86700,random,merge_hybrid,15,1,13267
86700,random,merge_hybrid,15,2,13532
86700,random,merge_hybrid,15,3,13647
86700,random,merge_hybrid,15,4,13166
86700,random,merge_hybrid,20,0,15290
86700,random,merge_hybrid,20,1,13369
86700,random,merge_hybrid,20,2,13466
86700,random,merge_hybrid,20,3,13764
86700,random,merge_hybrid,20,4,13768
86700,random,merge_hybrid,30,0,13524
86700,random,merge_hybrid,30,1,13556
86700,random,merge_hybrid,30,2,14173
86700,random,merge_hybrid,30,3,14855
86700,random,merge_hybrid,30,4,13681
86700,random,merge_hybrid,50,0,13661
86700,random,merge_hybrid,50,1,13449
86700,random,merge_hybrid,50,2,13237
86700,random,merge_hybrid,50,3,13426
86700,random,merge_hybrid,50,4,14536
86700,reversed,merge_std,0,0,10519
86700,reversed,merge_std,0,1,8645
86700,reversed,merge_std,0,2,8819
86700,reversed,merge_std,0,3,9122
86700,reversed,merge_std,0,4,8722
86700,reversed,merge_hybrid,5,0,7324
86700,reversed,merge_hybrid,5,1,7429
86700,reversed,merge_hybrid,5,2,7392
86700,reversed,merge_hybrid,5,3,7326
86700,reversed,merge_hybrid,5,4,7365
86700,reversed,merge_hybrid,10,0,7029
86700,reversed,merge_hybrid,10,1,7250
86700,reversed,merge_hybrid,10,2,6973
86700,reversed,merge_hybrid,10,3,7349
86700,reversed,merge_hybrid,10,4,7216
86700,reversed,merge_hybrid,15,0,7232
86700,reversed,merge_hybrid,15,1,6976
86700,reversed,merge_hybrid,15,2,6894
86700,reversed,merge_hybrid,15,3,6991
86700,reversed,merge_hybrid,15,4,6912
86700,reversed,merge_hybrid,20,0,6753
86700,reversed,merge_hybrid,20,1,6819
86700,reversed,merge_hybrid,20,2,6735
86700,reversed,merge_hybrid,20,3,6709
86700,reversed,merge_hybrid,20,4,6755
86700,reversed,merge_hybrid,30,0,7195
86700,reversed,merge_hybrid,30,1,7081
86700,reversed,merge_hybrid,30,2,7096
86700,reversed,merge_hybrid,30,3,7028
86700,reversed,merge_hybrid,30,4,7090
86700,reversed,merge_hybrid,50,0,8999
86700,reversed,merge_hybrid,50,1,9093
86700,reversed,merge_hybrid,50,2,11268
86700,reversed,merge_hybrid,50,3,8988
86700,reversed,merge_hybrid,50,4,8959
86700,nearly_sorted,merge_std,0,0,9376
86700,nearly_sorted,merge_std,0,1,8846
86700,nearly_sorted,merge_std,0,2,9152
86700,nearly_sorted,merge_std,0,3,9740
86700,nearly_sorted,merge_std,0,4,9067
86700,nearly_sorted,merge_hybrid,5,0,7864
86700,nearly_sorted,merge_hybrid,5,1,8164
86700,nearly_sorted,merge_hybrid,5,2,7851
86700,nearly_sorted,merge_hybrid,5,3,9595
86700,nearly_sorted,merge_hybrid,5,4,7580
86700,nearly_sorted,merge_hybrid,10,0,8437
86700,nearly_sorted,merge_hybrid,10,1,7439
86700,nearly_sorted,merge_hybrid,10,2,7283
86700,nearly_sorted,merge_hybrid,10,3,7143
86700,nearly_sorted,merge_hybrid,10,4,8772
86700,nearly_sorted,merge_hybrid,15,0,6791
86700,nearly_sorted,merge_hybrid,15,1,8455
86700,nearly_sorted,merge_hybrid,15,2,6791
86700,nearly_sorted,merge_hybrid,15,3,7351
86700,nearly_sorted,merge_hybrid,15,4,6801
86700,nearly_sorted,merge_hybrid,20,0,6792
86700,nearly_sorted,merge_hybrid,20,1,6777
86700,nearly_sorted,merge_hybrid,20,2,6839
86700,nearly_sorted,merge_hybrid,20,3,6781
86700,nearly_sorted,merge_hybrid,20,4,6760
86700,nearly_sorted,merge_hybrid,30,0,6205
86700,nearly_sorted,merge_hybrid,30,1,6151
86700,nearly_sorted,merge_hybrid,30,2,6747
86700,nearly_sorted,merge_hybrid,30,3,6525
86700,nearly_sorted,merge_hybrid,30,4,6953
86700,nearly_sorted,merge_hybrid,50,0,5682
86700,nearly_sorted,merge_hybrid,50,1,5749
86700,nearly_sorted,merge_hybrid,50,2,5839
86700,nearly_sorted,merge_hybrid,50,3,5714
86700,nearly_sorted,merge_hybrid,50,4,5704
86800,random,merge_std,0,0,16726
86800,random,merge_std,0,1,15150
86800,random,merge_std,0,2,16683
86800,random,merge_std,0,3,15229
86800,random,merge_std,0,4,15699
86800,random,merge_hybrid,5,0,14257
86800,random,merge_hybrid,5,1,14005
86800,random,merge_hybrid,5,2,15642
86800,random,merge_hybrid,5,3,14258
86800,random,merge_hybrid,5,4,14039
86800,random,merge_hybrid,10,0,13669
86800,random,merge_hybrid,10,1,14687
86800,random,merge_hybrid,10,2,14435
86800,random,merge_hybrid,10,3,15253
86800,random,merge_hybrid,10,4,14295
86800,random,merge_hybrid,15,0,13921
86800,random,merge_hybrid,15,1,13584
86800,random,merge_hybrid,15,2,13172
86800,random,merge_hybrid,15,3,14782
86800,random,merge_hybrid,15,4,13492
86800,random,merge_hybrid,20,0,13806
86800,random,merge_hybrid,20,1,14061
86800,random,merge_hybrid,20,2,13845
86800,random,merge_hybrid,20,3,13916
86800,random,merge_hybrid,20,4,13304
86800,random,merge_hybrid,30,0,14731
86800,random,merge_hybrid,30,1,13253
86800,random,merge_hybrid,30,2,13441
86800,random,merge_hybrid,30,3,13402
86800,random,merge_hybrid,30,4,13497
86800,random,merge_hybrid,50,0,14527
86800,random,merge_hybrid,50,1,13488
86800,random,merge_hybrid,50,2,13642
86800,random,merge_hybrid,50,3,13880
86800,random,merge_hybrid,50,4,13924
86800,reversed,merge_std,0,0,8891
86800,reversed,merge_std,0,1,8693
86800,reversed,merge_std,0,2,8611
86800,reversed,merge_std,0,3,8570
86800,reversed,merge_std,0,4,8742
86800,reversed,merge_hybrid,5,0,9030
86800,reversed,merge_hybrid,5,1,7083
86800,reversed,merge_hybrid,5,2,7414
86800,reversed,merge_hybrid,5,3,8317
86800,reversed,merge_hybrid,5,4,7360
86800,reversed,merge_hybrid,10,0,7093
86800,reversed,merge_hybrid,10,1,7164
86800,reversed,merge_hybrid,10,2,7033
86800,reversed,merge_hybrid,10,3,7076
86800,reversed,merge_hybrid,10,4,7007
86800,reversed,merge_hybrid,15,0,6747
86800,reversed,merge_hybrid,15,1,6794
86800,reversed,merge_hybrid,15,2,6879
86800,reversed,merge_hybrid,15,3,6959
86800,reversed,merge_hybrid,15,4,6816
86800,reversed,merge_hybrid,20,0,6814
86800,reversed,merge_hybrid,20,1,7543
86800,reversed,merge_hybrid,20,2,6942
86800,reversed,merge_hybrid,20,3,6941
86800,reversed,merge_hybrid,20,4,6763
86800,reversed,merge_hybrid,30,0,9110
86800,reversed,merge_hybrid,30,1,7263
86800,reversed,merge_hybrid,30,2,7343
86800,reversed,merge_hybrid,30,3,7220
86800,reversed,merge_hybrid,30,4,7209
86800,reversed,merge_hybrid,50,0,9222
86800,reversed,merge_hybrid,50,1,9370
86800,reversed,merge_hybrid,50,2,9368
86800,reversed,merge_hybrid,50,3,9346
86800,reversed,merge_hybrid,50,4,9301
86800,nearly_sorted,merge_std,0,0,10791
86800,nearly_sorted,merge_std,0,1,9232
86800,nearly_sorted,merge_std,0,2,9163
86800,nearly_sorted,merge_std,0,3,9359
86800,nearly_sorted,merge_std,0,4,9265
86800,nearly_sorted,merge_hybrid,5,0,7837
86800,nearly_sorted,merge_hybrid,5,1,8096
86800,nearly_sorted,merge_hybrid,5,2,7918
86800,nearly_sorted,merge_hybrid,5,3,7976
86800,nearly_sorted,merge_hybrid,5,4,8286
86800,nearly_sorted,merge_hybrid,10,0,7485
86800,nearly_sorted,merge_hybrid,10,1,7675
86800,nearly_sorted,merge_hybrid,10,2,7484
86800,nearly_sorted,merge_hybrid,10,3,7662
86800,nearly_sorted,merge_hybrid,10,4,7688
86800,nearly_sorted,merge_hybrid,15,0,7835
86800,nearly_sorted,merge_hybrid,15,1,8744
86800,nearly_sorted,merge_hybrid,15,2,7061
86800,nearly_sorted,merge_hybrid,15,3,6850
86800,nearly_sorted,merge_hybrid,15,4,6796
86800,nearly_sorted,merge_hybrid,20,0,7024
86800,nearly_sorted,merge_hybrid,20,1,6761
86800,nearly_sorted,merge_hybrid,20,2,6856
86800,nearly_sorted,merge_hybrid,20,3,6728
86800,nearly_sorted,merge_hybrid,20,4,6885
86800,nearly_sorted,merge_hybrid,30,0,6166
86800,nearly_sorted,merge_hybrid,30,1,6302
86800,nearly_sorted,merge_hybrid,30,2,6399
86800,nearly_sorted,merge_hybrid,30,3,6342
86800,nearly_sorted,merge_hybrid,30,4,6387
86800,nearly_sorted,merge_hybrid,50,0,6004
86800,nearly_sorted,merge_hybrid,50,1,5864
86800,nearly_sorted,merge_hybrid,50,2,7145
86800,nearly_sorted,merge_hybrid,50,3,5927
86800,nearly_sorted,merge_hybrid,50,4,6393
86900,random,merge_std,0,0,16950
86900,random,merge_std,0,1,15734
86900,random,merge_std,0,2,15394
86900,random,merge_std,0,3,16806
86900,random,merge_std,0,4,15514
86900,random,merge_hybrid,5,0,14912
